secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
114,82,149,0.499469,15.5853,0,0,-6.8,54.43847567,24.53430700,0,-0.103135,-255,0,-255,0,0,0,0,0,0,0,0
115,82,149,0.503866,15.707,0,0,-6.8,54.43846033,24.53434400,0,-0.0114922,-255,0,-255,0,0,0,0,0,0,0,0
116,82,149,0.508263,15.8287,0,0,-6.8,54.43844500,24.53438100,0,-0.162865,-255,0,-255,0,0,0,0,0,0,0,0
117,82,147,0.512538,15.7411,0,0,-6.8,54.43842800,24.53441620,0,-0.314237,-255,0,-255,0,0,0,0,0,0,0,0
118,82,147,0.516813,15.6535,0,0,-6.8,54.43841100,24.53445140,0,-0.465609,-255,0,-255,0,0,0,0,0,0,0,0
119,82,147,0.521088,15.5659,0,0,-6.8,54.43839400,24.53448660,0,-0.372487,-255,0,-255,0,0,0,0,0,0,0,0
120,82,147,0.525363,15.4782,0,0,-6.8,54.43837700,24.53452180,0,-0.279365,-255,0,-255,0,0,0,0,0,0,0,0
121,82,147,0.529638,15.3906,0,0,-6.8,54.43836000,24.53455700,0,-0.186244,-255,0,-255,0,0,0,0,0,0,0,0
122,82,147,0.533988,15.4804,0,0,-6.8,54.43834233,24.53459267,0,-0.0931218,-255,0,-255,0,0,0,0,0,0,0,0
123,82,147,0.538338,15.5702,0,0,-6.8,54.43832467,24.53462833,0,0,-255,0,-255,0,0,0,0,0,0,0,0
124,82,147,0.542688,15.66,0,0,-6.8,54.43830700,24.53466400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
125,82,148,0.547023,15.6485,0,0,-6.8,54.43828860,24.53469920,0,0,-255,0,-255,0,0,0,0,0,0,0,0
126,82,148,0.551357,15.637,0,0,-6.8,54.43827020,24.53473440,0,0,-255,0,-255,0,0,0,0,0,0,0,0
127,82,148,0.555691,15.6256,0,0,-6.8,54.43825180,24.53476960,0,0,-255,0,-255,0,0,0,0,0,0,0,0
128,82,148,0.560025,15.6141,0,0,-6.8,54.43823340,24.53480480,0,0,-255,0,-255,0,0,0,0,0,0,0,0
129,82,148,0.564359,15.6026,0,0,-6.8,54.43821500,24.53484000,0,0,-255,0,-255,0,0,0,0,0,0,0,0
130,83,148,0.568702,15.6185,0,0,-6.8,54.43820300,24.53487750,0,0,-255,0,-255,0,0,0,0,0,0,0,0
131,83,148,0.573045,15.6344,0,0,-6.8,54.43819100,24.53491500,0,0,-255,0,-255,0,0,0,0,0,0,0,0
132,83,151,0.577455,15.6953,0,0,-6.8,54.43817850,24.53495300,0,0,-255,0,-255,0,0,0,0,0,0,0,0
133,83,151,0.581866,15.7562,0,0,-6.8,54.43816600,24.53499100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
134,83,151,0.586276,15.8171,0,0,-6.8,54.43815350,24.53502900,0,0,-255,0,-255,0,0,0,0,0,0,0,0
135,83,151,0.590687,15.8779,0,0,-6.8,54.43814100,24.53506700,0,0,-255,0,-255,0,0,0,0,0,0,0,0
136,83,150,0.594807,15.5302,0,0,-6.8,54.43813133,24.53510300,0,0,-255,0,-255,0,0,0,0,0,0,0,0
137,83,150,0.598928,15.1824,0,0,-6.8,54.43812167,24.53513900,0,0,-255,0,-255,0,0,0,0,0,0,0,0
138,83,150,0.603049,14.8346,0,0,-6.8,54.43811200,24.53517500,0,0,-255,0,-255,0,0,0,0,0,0,0,0
139,82,147,0.607485,15.1187,0,0,-6.8,54.43810275,24.53521400,0,0,-255,0,-255,0,0,0,0,0,0,0,0
140,82,147,0.611922,15.4028,0,0,-6.8,54.43809350,24.53525300,0,0,-255,0,-255,0,0,0,0,0,0,0,0
141,82,147,0.616358,15.6869,0,0,-6.8,54.43808425,24.53529200,0,0,-255,0,-255,0,0,0,0,0,0,0,0
142,82,147,0.620794,15.971,0,0,-6.8,54.43807500,24.53533100,0,0,-255,0,-255,0,0,0,0,0,0,0,0
143,83,150,0.625191,15.9352,0,0,-6.8,54.43806975,24.53537025,0,0,-255,0,-255,0,0,0,0,0,0,0,0
144,83,150,0.629588,15.8994,0,0,-6.8,54.43806450,24.53540950,0,0,-255,0,-255,0,0,0,0,0,0,0,0
145,83,150,0.633984,15.8636,0,0,-6.8,54.43805925,24.53544875,0,0,-255,0,-255,0,0,0,0,0,0,0,0
146,83,150,0.638381,15.8277,0,0,-6.8,54.43805400,24.53548800,0,0,-255,0,-255,0,0,0,0,0,0,0,0
147,83,147,0.642556,15.0289,0,0,-6.8,54.43804700,24.53552500,0,0,-255,0,-255,0,0,0,0,0,0,0,0
148,83,150,0.646695,14.9652,0,0,-6.9,54.43804250,24.53556200,0,-0.241586,-255,0,-255,0,0,0,0,0,0,0,0
149,83,150,0.650834,14.9015,0,0,-7,54.43803800,24.53559900,0,-0.483172,-255,0,-255,0,0,0,0,0,0,0,0
150,83,150,0.655174,15.0458,0,0,-7.04,54.43803640,24.53563800,0,-0.575345,-255,0,-255,0,0,0,0,0,0,0,0
151,83,150,0.659513,15.19,0,0,-7.08,54.43803480,24.53567700,0,-0.667519,-255,0,-255,0,0,0,0,0,0,0,0
152,83,150,0.663853,15.3342,0,0,-7.12,54.43803320,24.53571600,0,-0.759693,-255,0,-255,0,0,0,0,0,0,0,0
153,83,150,0.668193,15.4784,0,0,-7.16,54.43803160,24.53575500,0,-0.851867,-255,0,-255,0,0,0,0,0,0,0,0
154,83,150,0.672532,15.6226,0,0,-7.2,54.43803000,24.53579400,0,-0.944041,-255,0,-255,0,0,0,0,0,0,0,0
155,83,149,0.676816,15.522,0,0,-7.2,54.43803150,24.53583250,0,-0.944041,-255,0,-255,0,0,0,0,0,0,0,0
156,83,149,0.6811,15.4213,0,0,-7.2,54.43803300,24.53587100,0,-0.944041,-255,0,-255,0,0,0,0,0,0,0,0
157,84,149,0.685536,15.5309,0,0,-7.12,54.43803600,24.53591080,0,-0.763697,-255,0,-255,0,0,0,0,0,0,0,0
158,84,149,0.689972,15.6405,0,0,-7.04,54.43803900,24.53595060,0,-0.341766,-255,0,-255,0,0,0,0,0,0,0,0
159,84,149,0.694408,15.7502,0,0,-6.96,54.43804200,24.53599040,0,0.0801643,-255,0,-255,0,0,0,0,0,0,0,0
160,84,149,0.698843,15.8598,0,0,-6.88,54.43804500,24.53603020,0,0.352683,-255,0,-255,0,0,0,0,0,0,0,0
161,84,149,0.703279,15.9694,0,0,-6.8,54.43804800,24.53607000,0,0.625202,-255,0,-255,0,0,0,0,0,0,0,0
162,84,149,0.707658,15.8667,0,0,-6.8,54.43805400,24.53610900,0,0.717376,-255,0,-255,0,0,0,0,0,0,0,0
163,84,149,0.712037,15.7639,0,0,-6.8,54.43806000,24.53614800,0,0.809549,-255,0,-255,0,0,0,0,0,0,0,0
164,83,149,0.716312,15.6889,0,0,-6.8,54.43806880,24.53618560,0,0.901723,-255,0,-255,0,0,0,0,0,0,0,0
165,83,149,0.720586,15.6138,0,0,-6.8,54.43807760,24.53622320,0,0.901723,-255,0,-255,0,0,0,0,0,0,0,0
166,83,149,0.724861,15.5388,0,0,-6.8,54.43808640,24.53626080,0,0.901723,-255,0,-255,0,0,0,0,0,0,0,0
167,83,149,0.729136,15.4637,0,0,-6.8,54.43809520,24.53629840,0,0.721379,-255,0,-255,0,0,0,0,0,0,0,0
168,83,149,0.73341,15.3887,0,0,-6.8,54.43810400,24.53633600,0,0.541034,-255,0,-255,0,0,0,0,0,0,0,0
169,83,151,0.73778,15.73,0,0,-6.8,54.43811500,24.53637400,0,0.360689,-255,0,-255,0,0,0,0,0,0,0,0
170,83,149,0.742203,15.7688,0,0,-6.8,54.43812720,24.53641220,0,0.180345,-255,0,-255,0,0,0,0,0,0,0,0
171,83,149,0.746626,15.8076,0,0,-6.8,54.43813940,24.53645040,0,0,-255,0,-255,0,0,0,0,0,0,0,0
172,83,149,0.75105,15.8463,0,0,-6.8,54.43815160,24.53648860,0,0,-255,0,-255,0,0,0,0,0,0,0,0
173,83,149,0.755473,15.8851,0,0,-6.8,54.43816380,24.53652680,0,0,-255,0,-255,0,0,0,0,0,0,0,0
174,83,149,0.759896,15.9238,0,0,-6.8,54.43817600,24.53656500,0,0,-255,0,-255,0,0,0,0,0,0,0,0
175,83,150,0.764493,16.1325,0,0,-6.8,54.43819000,24.53660433,0,0,-255,0,-255,0,0,0,0,0,0,0,0
176,83,150,0.769091,16.3413,0,0,-6.8,54.43820400,24.53664367,0,0,-255,0,-255,0,0,0,0,0,0,0,0
177,83,150,0.773688,16.55,0,0,-6.8,54.43821800,24.53668300,0,0,-255,0,-255,0,0,0,0,0,0,0,0
178,83,149,0.778332,16.5836,0,0,-6.8,54.43823120,24.53672300,0,0,-255,0,-255,0,0,0,0,0,0,0,0
179,83,149,0.782976,16.6172,0,0,-6.8,54.43824440,24.53676300,0,0,-255,0,-255,0,0,0,0,0,0,0,0
180,83,149,0.78762,16.6508,0,0,-6.8,54.43825760,24.53680300,0,0,-255,0,-255,0,0,0,0,0,0,0,0
181,83,149,0.792263,16.6844,0,0,-6.8,54.43827080,24.53684300,0,0,-255,0,-255,0,0,0,0,0,0,0,0
182,83,149,0.796907,16.718,0,0,-6.8,54.43828400,24.53688300,0,0,-255,0,-255,0,0,0,0,0,0,0,0
183,83,150,0.801434,16.5774,0,0,-6.8,54.43829800,24.53692167,0,0,-255,0,-255,0,0,0,0,0,0,0,0
184,83,150,0.805961,16.4369,0,0,-6.8,54.43831200,24.53696033,0,0,-255,0,-255,0,0,0,0,0,0,0,0
185,83,150,0.810488,16.2963,0,0,-6.8,54.43832600,24.53699900,0,0,-255,0,-255,0,0,0,0,0,0,0,0
