secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
710,81,171,3.00675,14.6747,0,0,-4.8,54.33287600,24.41689400,0,-0.490639,-255,0,-255,0,0,0,0,0,0,0,0
711,82,171,3.011,14.8786,0,0,-4.8,54.33291767,24.41688967,0,-0.490639,-255,0,-255,0,0,0,0,0,0,0,0
712,82,171,3.01525,15.0824,0,0,-4.8,54.33295933,24.41688533,0,-0.490639,-255,0,-255,0,0,0,0,0,0,0,0
713,82,171,3.01949,15.2862,0,0,-4.8,54.33300100,24.41688100,0,-0.490639,-255,0,-255,0,0,0,0,0,0,0,0
714,81,171,3.02354,14.5855,0,0,-5,54.33304100,24.41688000,0,-0.984281,-255,0,-255,0,0,0,0,0,0,0,0
715,81,172,3.02789,14.7954,0,0,-5,54.33308380,24.41687740,0,-0.984281,-255,0,-255,0,0,0,0,0,0,0,0
716,81,172,3.03223,15.0054,0,0,-5,54.33312660,24.41687480,0,-0.886153,-255,0,-255,0,0,0,0,0,0,0,0
717,81,172,3.03657,15.2153,0,0,-5,54.33316940,24.41687220,0,-0.788025,-255,0,-255,0,0,0,0,0,0,0,0
718,81,172,3.04092,15.4253,0,0,-5,54.33321220,24.41686960,0,-0.689897,-255,0,-255,0,0,0,0,0,0,0,0
719,81,172,3.04526,15.6353,0,0,-5,54.33325500,24.41686700,0,-0.59177,-255,0,-255,0,0,0,0,0,0,0,0
720,81,172,3.04931,15.1138,0,0,-5.1,54.33329500,24.41686550,0,-0.740347,-255,0,-255,0,0,0,0,0,0,0,0
721,81,172,3.05337,14.5923,0,0,-5.2,54.33333500,24.41686400,0,-0.987051,-255,0,-255,0,0,0,0,0,0,0,0
722,81,170,3.05732,14.5308,0,0,-5.13333,54.33337400,24.41686283,0,-0.818312,-255,0,-255,0,0,0,0,0,0,0,0
723,81,170,3.06127,14.4693,0,0,-5.06667,54.33341300,24.41686167,0,-0.649573,-255,0,-255,0,0,0,0,0,0,0,0
724,81,170,3.06522,14.4077,0,0,-5,54.33345200,24.41686050,0,0.0128074,-255,0,-255,0,0,0,0,0,0,0,0
