secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
123,82,147,0.556011,18.1691,0,0,10.5,54.43638050,24.52599950,0,2.41852,-255,0,-255,0,0,0,0,0,0,0,0
124,82,147,0.560976,17.8736,0,0,11.6,54.43642000,24.52597300,0,5.52629,-255,0,-255,0,0,0,0,0,0,0,0
125,82,147,0.565934,17.865,0,0,11.6667,54.43645900,24.52594600,0,5.7769,-255,0,-255,0,0,0,0,0,0,0,0
126,82,147,0.570891,17.8564,0,0,11.7333,54.43649800,24.52591900,0,6.02751,-255,0,-255,0,0,0,0,0,0,0,0
127,82,147,0.575849,17.8479,0,0,11.8,54.43653700,24.52589200,0,6.27813,-255,0,-255,0,0,0,0,0,0,0,0
128,82,148,0.580713,17.7803,0,0,11.68,54.43657500,24.52586520,0,6.14756,-255,0,-255,0,0,0,0,0,0,0,0
129,82,148,0.585577,17.7128,0,0,11.56,54.43661300,24.52583840,0,5.51091,-255,0,-255,0,0,0,0,0,0,0,0
130,82,148,0.590441,17.6453,0,0,11.44,54.43665100,24.52581160,0,4.87426,-255,0,-255,0,0,0,0,0,0,0,0
131,82,148,0.595305,17.5778,0,0,11.32,54.43668900,24.52578480,0,4.23761,-255,0,-255,0,0,0,0,0,0,0,0
132,82,148,0.600169,17.5103,0,0,11.2,54.43672700,24.52575800,0,3.60097,-255,0,-255,0,0,0,0,0,0,0,0
133,82,150,0.604676,17.1895,0,0,11.2,54.43676350,24.52573475,0,1.38541,-255,0,-255,0,0,0,0,0,0,0,0
134,82,150,0.609184,16.8687,0,0,11.2,54.43680000,24.52571150,0,-0.830152,-255,0,-255,0,0,0,0,0,0,0,0
135,82,150,0.613692,16.5479,0,0,11.2,54.43683650,24.52568825,0,-0.964622,-255,0,-255,0,0,0,0,0,0,0,0
